Runing compare from /home/zhongjiafeng/Model/N801/models/experiment/TT/tent/origin_scores.txt to /home/zhongjiafeng/Model/N801/models/experiment/TT/tent/tent_step_3_scores.txt.
EER 1 : 27.560000000000002           EER 2 : 41.43.
Threshold 1 : -5.629968643188     Threshold 2 : -6.816090583801.
===========================================================================================
total number of change to right : 4554 
utt change to right:    file_name      |    score 1    |    score 2    |
utt change to right:    20004056.wav    | -4.816741943359 | -7.252948760986 |
utt change to right:    20004057.wav    | -5.514454364777 | -6.864008903503 |
utt change to right:    20004060.wav    | -5.058253288269 | -7.460391998291 |
utt change to right:    20004064.wav    | -5.332367897034 | -7.208854675293 |
utt change to right:    20004070.wav    | -5.172610282898 | -7.008705615997 |
utt change to right:    20004073.wav    | -5.133690834045 | -7.007985591888 |
utt change to right:    20004077.wav    | -5.284812450409 | -7.557071208954 |
utt change to right:    20004082.wav    | -5.0017619133 | -7.354012489319 |
utt change to right:    20004083.wav    | -5.2815990448 | -7.108181476593 |
utt change to right:    20004085.wav    | -5.493767738342 | -7.157970428467 |
utt change to right:    20004088.wav    | -5.358549118042 | -7.156639099121 |
utt change to right:    20004097.wav    | -5.225949287415 | -6.951086521149 |
utt change to right:    20004101.wav    | -5.236996173859 | -7.442416667938 |
utt change to right:    20004107.wav    | -5.193024635315 | -7.165219306946 |
utt change to right:    20004108.wav    | -5.036406517029 | -7.227304458618 |
utt change to right:    20004115.wav    | -4.853137969971 | -7.161162853241 |
utt change to right:    20004116.wav    | -5.189218997955 | -6.985478401184 |
utt change to right:    20004120.wav    | -5.192236423492 | -6.925318241119 |
utt change to right:    20004122.wav    | -5.414688110352 | -7.318797588348 |
utt change to right:    20004123.wav    | -4.491604804993 | -6.98907661438 |
utt change to right:    20004125.wav    | -4.895346641541 | -7.101449012756 |
utt change to right:    20004129.wav    | -5.497295856476 | -7.074015617371 |
utt change to right:    20004130.wav    | -5.070156097412 | -7.237462043762 |
utt change to right:    20004131.wav    | -4.757651329041 | -6.910527229309 |
utt change to right:    20004133.wav    | -5.538485527039 | -7.419612884521 |
utt change to right:    20004134.wav    | -5.44497013092 | -7.379690170288 |
utt change to right:    20004136.wav    | -5.318967819214 | -7.315136909485 |
utt change to right:    20004141.wav    | -5.535799980164 | -7.273305892944 |
utt change to right:    20004143.wav    | -5.322078227997 | -7.334915161133 |
utt change to right:    20004145.wav    | -5.512128829956 | -7.311735153198 |
utt change to right:    20004149.wav    | -5.129984855652 | -7.40296792984 |
utt change to right:    20004150.wav    | -5.240376472473 | -7.434400558472 |
utt change to right:    20004155.wav    | -5.41413640976 | -7.640723228455 |
utt change to right:    20004156.wav    | -5.563519477844 | -7.048477172852 |
utt change to right:    20004166.wav    | -4.796766281128 | -7.171586990356 |
utt change to right:    20004168.wav    | -5.547326564789 | -7.288728237152 |
utt change to right:    20004171.wav    | -5.257816314697 | -7.202805519104 |
utt change to right:    20004175.wav    | -5.246914863586 | -6.933478832245 |
utt change to right:    20004176.wav    | -4.738924980164 | -7.036402702332 |
utt change to right:    20004187.wav    | -5.344675064087 | -7.355654239655 |
utt change to right:    20004192.wav    | -5.47979927063 | -7.377910614014 |
utt change to right:    20004195.wav    | -5.110446929932 | -7.109230041504 |
utt change to right:    20004198.wav    | -5.247449874878 | -6.942135810852 |
utt change to right:    20004205.wav    | -5.582229614258 | -7.715253829956 |
utt change to right:    20004210.wav    | -5.467528343201 | -7.138071060181 |
utt change to right:    20004212.wav    | -5.340169906616 | -6.946964740753 |
utt change to right:    20004215.wav    | -5.061414718628 | -7.081748008728 |
utt change to right:    20004216.wav    | -4.676307678223 | -7.041731834412 |
utt change to right:    20004225.wav    | -5.342316627502 | -7.635576248169 |
utt change to right:    20004228.wav    | -5.404081344604 | -7.31956577301 |
utt change to right:    20004229.wav    | -4.940479755402 | -7.04264831543 |
utt change to right:    20004230.wav    | -5.181918144226 | -7.113474845886 |
utt change to right:    20004236.wav    | -5.533989429474 | -7.319092750549 |
utt change to right:    20004240.wav    | -5.189045906067 | -6.968896865845 |
utt change to right:    20004244.wav    | -4.447261810303 | -6.876455307007 |
utt change to right:    20004245.wav    | -4.805858612061 | -6.892577171326 |
utt change to right:    20004246.wav    | -5.401814937592 | -7.156345367432 |
utt change to right:    20004248.wav    | -4.985014915466 | -7.051022052765 |
utt change to right:    20004253.wav    | -5.313688278198 | -7.292892456055 |
utt change to right:    20004256.wav    | -5.583694458008 | -7.743222236633 |
utt change to right:    20004257.wav    | -5.194401741028 | -7.081152439117 |
utt change to right:    20004258.wav    | -5.376894950867 | -7.046168804169 |
utt change to right:    20004261.wav    | -5.442680358887 | -7.064509868622 |
utt change to right:    20004268.wav    | -4.452965736389 | -6.867651462555 |
utt change to right:    20004269.wav    | -5.066735744476 | -7.577933311462 |
utt change to right:    20004270.wav    | -4.469798088074 | -6.845711708069 |
utt change to right:    20004272.wav    | -4.61403131485 | -6.863901138306 |
utt change to right:    20004275.wav    | -5.027638435364 | -7.256652832031 |
utt change to right:    20004276.wav    | -5.295407295227 | -7.208470344543 |
utt change to right:    20004280.wav    | -4.473699569702 | -6.927249908447 |
utt change to right:    20004282.wav    | -5.347125530243 | -6.922925949097 |
utt change to right:    20004284.wav    | -5.197177410126 | -7.242564201355 |
utt change to right:    20004285.wav    | -5.150316238403 | -6.922613143921 |
utt change to right:    20004288.wav    | -5.035524368286 | -7.202367782593 |
utt change to right:    20004294.wav    | -5.416540145874 | -7.457901954651 |
utt change to right:    20004296.wav    | -4.715935707092 | -6.918491840363 |
utt change to right:    20004297.wav    | -5.592086791992 | -7.02617931366 |
utt change to right:    20004301.wav    | -4.455535411835 | -6.896598815918 |
utt change to right:    20004302.wav    | -5.321220874786 | -7.337776184082 |
utt change to right:    20004303.wav    | -5.499920845032 | -7.612585544586 |
utt change to right:    20004306.wav    | -4.677352905273 | -7.061784744263 |
utt change to right:    20004309.wav    | -5.302250862122 | -7.109003067017 |
utt change to right:    20004312.wav    | -5.257710456848 | -6.903390407562 |
utt change to right:    20004314.wav    | -4.962832450867 | -6.937953472137 |
utt change to right:    20004316.wav    | -5.548958778381 | -7.083675861359 |
utt change to right:    20004317.wav    | -4.781925201416 | -6.995685577393 |
utt change to right:    20004318.wav    | -5.407948493958 | -7.112949371338 |
utt change to right:    20004326.wav    | -5.461506843567 | -7.383764266968 |
utt change to right:    20004327.wav    | -5.290892124176 | -7.015689849854 |
utt change to right:    20004329.wav    | -5.193449020386 | -6.870037078857 |
utt change to right:    20004330.wav    | -5.334820747375 | -6.831350803375 |
utt change to right:    20004331.wav    | -4.989576339722 | -7.26921081543 |
utt change to right:    20004334.wav    | -5.418487548828 | -7.076784133911 |
utt change to right:    20004335.wav    | -5.518546104431 | -7.889368057251 |
utt change to right:    20004338.wav    | -4.975732803345 | -7.330491065979 |
utt change to right:    20004344.wav    | -5.211950778961 | -7.179411888123 |
utt change to right:    20004346.wav    | -4.759167671204 | -6.958692550659 |
utt change to right:    20004350.wav    | -5.531868457794 | -7.26470708847 |
utt change to right:    20004352.wav    | -5.411566257477 | -7.452719688416 |
utt change to right:    20004363.wav    | -5.509957313538 | -7.359414100647 |
utt change to right:    20004364.wav    | -5.264462471008 | -7.267914772034 |
utt change to right:    20004366.wav    | -5.593509197235 | -7.699357509613 |
utt change to right:    20004367.wav    | -5.316675186157 | -7.520492076874 |
utt change to right:    20004372.wav    | -4.803660392761 | -7.019105911255 |
utt change to right:    20004373.wav    | -5.557641029358 | -7.009376525879 |
utt change to right:    20004377.wav    | -5.27300453186 | -7.169368743896 |
utt change to right:    20004380.wav    | -4.900297164917 | -7.117123126984 |
utt change to right:    20004381.wav    | -5.551873207092 | -7.620319366455 |
utt change to right:    20004385.wav    | -5.41973400116 | -7.455067634583 |
utt change to right:    20004387.wav    | -4.835506439209 | -7.254124164581 |
utt change to right:    20004390.wav    | -5.4625248909 | -7.125845909119 |
utt change to right:    20004391.wav    | -5.341853141785 | -7.475396156311 |
utt change to right:    20004394.wav    | -5.527497291565 | -7.35168170929 |
utt change to right:    20004395.wav    | -5.130393028259 | -6.845665931702 |
utt change to right:    20004400.wav    | -5.233614444733 | -6.87460231781 |
utt change to right:    20004401.wav    | -5.120713710785 | -7.081942081451 |
utt change to right:    20004403.wav    | -4.896465301514 | -7.374366760254 |
utt change to right:    20004404.wav    | -5.230689048767 | -7.630955696106 |
utt change to right:    20004405.wav    | -5.618017196655 | -7.085391044617 |
utt change to right:    20004407.wav    | -5.24755859375 | -7.115001678467 |
utt change to right:    20004408.wav    | -5.233912467957 | -7.072072029114 |
utt change to right:    20004411.wav    | -5.194602966309 | -7.016125679016 |
utt change to right:    20004412.wav    | -5.140826225281 | -7.019478797913 |
utt change to right:    20004415.wav    | -4.80135011673 | -6.89931678772 |
utt change to right:    20004419.wav    | -5.090299606323 | -6.93416929245 |
utt change to right:    20004420.wav    | -4.65620470047 | -6.850646018982 |
utt change to right:    20004421.wav    | -5.489330768585 | -7.54997253418 |
utt change to right:    20004423.wav    | -5.610085487366 | -7.296400547028 |
utt change to right:    20004424.wav    | -5.137942314148 | -7.044547080994 |
utt change to right:    20004429.wav    | -5.398127555847 | -7.547488689423 |
utt change to right:    20004430.wav    | -4.667271137238 | -6.919761657715 |
utt change to right:    20004431.wav    | -5.068865776062 | -7.256760597229 |
utt change to right:    20004437.wav    | -4.676327228546 | -6.918905258179 |
utt change to right:    20004438.wav    | -4.787046909332 | -6.943315505981 |
utt change to right:    20004442.wav    | -5.298594474792 | -7.452998638153 |
utt change to right:    20004443.wav    | -5.159334182739 | -7.075154304504 |
utt change to right:    20004445.wav    | -5.355066299438 | -7.390151023865 |
utt change to right:    20004447.wav    | -5.58268737793 | -7.363037109375 |
utt change to right:    20004451.wav    | -5.433556556702 | -7.065268516541 |
utt change to right:    20004456.wav    | -5.548944950104 | -7.291760444641 |
utt change to right:    20004462.wav    | -5.503273963928 | -7.54417514801 |
utt change to right:    20004475.wav    | -4.629613399506 | -6.892203330994 |
utt change to right:    20004478.wav    | -4.644382476807 | -6.903588294983 |
utt change to right:    20004482.wav    | -5.602800369263 | -7.349165916443 |
utt change to right:    20004485.wav    | -5.252542495728 | -7.307201385498 |
utt change to right:    20004487.wav    | -5.447026252747 | -7.428782463074 |
utt change to right:    20004488.wav    | -5.49122095108 | -7.201530456543 |
utt change to right:    20004489.wav    | -5.488049983978 | -7.600402832031 |
utt change to right:    20004491.wav    | -5.089872360229 | -6.912587165833 |
utt change to right:    20004492.wav    | -4.91314125061 | -7.120394229889 |
utt change to right:    20004495.wav    | -4.874782562256 | -7.195919036865 |
utt change to right:    20004500.wav    | -5.072186470032 | -7.088858127594 |
utt change to right:    20004503.wav    | -5.239614963531 | -6.885135650635 |
utt change to right:    20004508.wav    | -5.003903388977 | -6.868973731995 |
utt change to right:    20004511.wav    | -5.45003080368 | -7.160683631897 |
utt change to right:    20004512.wav    | -4.813695430756 | -6.853982925415 |
utt change to right:    20004517.wav    | -5.387035369873 | -7.568166255951 |
utt change to right:    20004518.wav    | -5.398507118225 | -7.011071205139 |
utt change to right:    20004520.wav    | -5.08087682724 | -7.010123252869 |
utt change to right:    20004523.wav    | -5.254990577698 | -7.220767021179 |
utt change to right:    20004528.wav    | -5.46169424057 | -6.92474603653 |
utt change to right:    20004529.wav    | -5.553938865662 | -7.185084819794 |
utt change to right:    20004531.wav    | -5.023146629333 | -6.997879981995 |
utt change to right:    20004535.wav    | -5.52073764801 | -7.545962333679 |
utt change to right:    20004536.wav    | -5.488589763641 | -7.340207099915 |
utt change to right:    20004538.wav    | -4.733176231384 | -6.874922275543 |
utt change to right:    20004544.wav    | -5.04585647583 | -7.013237953186 |
utt change to right:    20004546.wav    | -5.333134651184 | -7.037611961365 |
utt change to right:    20004548.wav    | -5.176937103271 | -7.158802032471 |
utt change to right:    20004552.wav    | -5.052355766296 | -6.952759742737 |
utt change to right:    20004557.wav    | -5.532460689545 | -7.264752388 |
utt change to right:    20004562.wav    | -5.367499351501 | -7.191458702087 |
utt change to right:    20004567.wav    | -5.626586914062 | -7.093726158142 |
utt change to right:    20004568.wav    | -5.205690383911 | -7.082114219666 |
utt change to right:    20004569.wav    | -5.20983505249 | -6.979632377625 |
utt change to right:    20004571.wav    | -5.465299606323 | -7.565428256989 |
utt change to right:    20004572.wav    | -5.102877616882 | -7.013463020325 |
utt change to right:    20004573.wav    | -5.550187110901 | -7.007315635681 |
